Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
Regularization training,Task priorization,0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Regularization training,"Thread for synchronous, blocking operation",0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Regularization training,Training sample condensation,0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Regularization training,UI convention usage,0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Regularization training,User-controlled system reset,0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Regularization training,User-in-the-loop,0,1,9,210,220,9,1,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Pruning,0,23,1,196,220,1,23,0.2736491391955218,,-0.023089192656172482,1.0,,-0.023089192656172482,,
Training with uncertainty measures,Quantization,0,42,1,177,220,1,42,0.35082268041346987,,-0.032824081828024605,1.0,,-0.032824081828024605,,
Training with uncertainty measures,Post-training quantization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Huffman coding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Ablation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Mixed-precision compression,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Integer-only operations,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Training with uncertainty measures,Parameter amount reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Binary and ternary weights training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Quantization-aware training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Binary weights and activations,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Ternary weights and activations 2-bit,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Ternary weights,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,ADMM-based compression,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Sparsification,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,,-0.014745798506793627,,
Training with uncertainty measures,Weight sharing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Weight grouping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Node masking,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Diagonal scalar weight matrix,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Matrix reusing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Smaller computation datatype,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Training with uncertainty measures,Tensor or matrix decomposition,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Continous learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Imitation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Closed-loop learning,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Meta-learning,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,,-0.014745798506793627,,
Training with uncertainty measures,Self-supervision learning,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Self-adjusted learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Distillation learning,0,11,1,208,220,1,11,0.19837015644199685,,-0.015502478656928756,1.0,,-0.015502478656928756,,
Training with uncertainty measures,Transfer learning,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Training with uncertainty measures,Federated learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,End-to-end learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Few-shot learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Online training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Test-time training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Fault tolerant training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Adversarial training,0,28,1,191,220,1,28,0.29725897566229753,,-0.025805147386888844,1.0,,-0.025805147386888844,,
Training with uncertainty measures,Adversarial generation decoupling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Incremental training with sensor data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Inclusion of wrong labeled data in training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Training with unlabed data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Standard training on fully labeled datasets,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,,0.5747079199931839,,
Training with uncertainty measures,On-device local training,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Training with gradient noise,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Contrastive representation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Training optimization algorithm selection or adaptation,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Training with uncertainty measures,Training loss function selection or adaptation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Label smooting,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Training loss early stopping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Weight initialization random,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Pretraining,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Suppress redundant channel activations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Regularization training,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Finetuning ,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Training with uncertainty measures,Fault-aware retraining,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Retraining for fine tuning,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Quantization-aware retraining,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Automatic retraining and deployment triggering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Training with adversarial noise,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Heuristics-driven augmentation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Data-driven augmentations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Modular system design,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Sensor ring architecture,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Containerization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Specific model type selection,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,TPU SoC or Accelerator Hardware ,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Edge compute hardware,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Library Encapsulation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Deployment pipeline creation,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Model pool for deployment,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Network combination,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Network partitioning,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Weight averaging,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Input resolution adjustment,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Sensor or input data fusion,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Training with uncertainty measures,Sliding Window,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Frame rate reduction,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Input spatial partitioning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Input contrast improvement,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Input modification,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Sequential input fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Signal overwriting,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Denoising,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Robust feature extraction,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Post-processing,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Decision smoothing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Width adjustment,0,16,1,203,220,1,16,0.2340716616353513,,-0.018924431860121986,1.0,,-0.018924431860121986,,
Training with uncertainty measures,Depth adjustment,0,13,1,206,220,1,13,0.21366320426695828,,-0.016934190694032916,1.0,,-0.016934190694032916,,
Training with uncertainty measures,Last stage reduction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,New or specific layer module,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Model fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Kernel regularization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Regularization,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Training with uncertainty measures,Early-exit inference,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Additional side branches with uncertainty measures,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Tuner and meta-tuner blocks,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Adapter module,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Bottleneck module,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Separation of convolutional kernels,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Depthwise-separable convolution layers,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Convolution unfolding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Activation function selection,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Layer fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Fault-map-based neuron re-mapping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Multiscale feature processing architectures,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Architecture design through math. optimization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Neural architecture search,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,,-0.014745798506793627,,
Training with uncertainty measures,Hardware and Software codesign,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Architecture design optimization with reinforcement learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Model format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Normalization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,Policy conversion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Feature encoding,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Training with uncertainty measures,On-chip weight caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Cache preloading,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Prediction/intermediate result caching,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Relevant content caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Light communication protocol usage,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Cloud compression and edge reconstruction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Deadline-aware scheduling,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Memory scheduling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Multitask Scheduling,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Single task assignment,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Adaptive model scheduling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Adaptive batching,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Sensor duty cycle,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Later local processing of encoded features,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Concurrent processing hardware,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Straggler mitigation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Prediction combination of multi-models,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Competing models ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Multi-model of different models,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Task-level parallelism on CNN layer-level,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Training with uncertainty measures,Data-level parallelsim in CNN layer,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Event-based processing,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,Partial layer execution,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Matrix-multiplication optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Simultaneous memory loading,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Training with uncertainty measures,External computational offloading,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Training with uncertainty measures,Internal computation balancing,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Quantitative sensor selection,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Out-of-distribution detection,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Failure prevention or mitigation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Training with uncertainty measures,Independent model development,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Coupled semantic descriptions,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Test time adaption,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Merging of fault maps,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,High-level synthesis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Post-hoc uncertainty calibration ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Analysis cooldown,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Asynchronous communication,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Automatic testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Background queue,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Buffering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Centralized configuration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Classification analysis below threshold,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Classification confidence analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Classification documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Comparative architectural analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Cross-dataset evaluation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Device registry,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Edge case testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Error documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Event documentation,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Explicit interfaces,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,External component integration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,External dependency reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Feature format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Hardware simulation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Hardware-driven software design,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Heartbeat,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Internal interface abstraction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Internal interface declarative data modeling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Internal interface segregation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Lazy loading,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Lightweight framework usage,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Lightweight model,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Long-running automatic testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Metric documentation,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Metrics-driven optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Model snapshot,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Model snapshot registry,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Model snapshot rollback,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Training with uncertainty measures,Model versioning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Multi threading,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Training with uncertainty measures,Mutual exclusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,On-device testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Package compression,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Principal component analysis ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Training with uncertainty measures,Pull-based processing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
